id,combined_cleaned
285,부산 수영대구 제과제빵 음료제조사 조리사 근면 성실하고 오래 근무 가능한 사람 우대 현실형
286,수변최고돼지국밥 부산 수영구 조리사 유관경력 우대 현실형
287,수변최고돼지국밥 센텀점 부산 해운대구 조리사 유관경력 우대 현실형
288,금수복국 온천점 부산 동래구 조리사 유관경력 우대 현실형
289,금수복국 센텀벡스코점 부산 해운대구 조리사 유관경력 우대 현실형
290,금수복국 동래점 부산 동래구 조리사 유관경력 우대 사회형
291,우진피엠이 진취형
292,해뜨는어린이집 부산 남구 어린이집 조리사 사회형
293,꿈드림키즈 부산 연제구 어린이집 보육보조 교사 사회형
294,부산 남구 시설특수관리 빌딩전기관리 호텔 시설물 유지보수 등 경력자 우대 중식제공 현실형
295,동창주조창 부산 사상구 주조원 조형 조형중자 및 합형 생산 작업 현실형
296,하운드호텔 부산역점 부산 동구 호텔 조리사 유관경력 또는 한식양식 자격증 소지자 우대 조식 직원식 런치 조리 현실형
297,어린이집 부산 연제구 어린이집 운전 남자 우대 사회형
298,부산 금정구 택시운전원 현실형
299,부산 남구 사회복지 및 상담원 정보시스템 운영자 네트워크 운영자 사회과학 연구원 사회형
300,신한택시 부산 금정구 택시운전원 탐구형
301,영도산업 부산 강서구 밸브 가공기 운영 수소 밸브밸브 등 밸브류 조립 현실형
302,신영기계공업 현실형
303,노블레스요양병원 사회형
304,우진정기 진취형
305,정공 진취형
306,한바다중학교 경비원 모집 부산광역시 수영구 광안로번가길 광안동 교육 서비스업 관계없음 현실형
307,재가 요양보호사 채용 부산광역시 중구 망양로 영주동 동주파크 방문 복지서비스 제공업 요양보호사필수 사회형
308,장애인활동지원사 모집 부산광역시 부산진구 동평로 양정동 대원플러스빌 방문 복지서비스 제공업 관계없음 사회형
309,장애인활동지원사 모집 부산광역시 수영구 무학로번길 광안동 방문 복지서비스 제공업 관계없음 사회형
310,장애인활동지원사 모집 부산광역시 중구 보수동가 흑교로번길 보수동가 방문 복지서비스 제공업 관계없음 사회형
311,재가 요양보호사 채용 부산광역시 연제구 연수로번길 연산동 방문 복지서비스 제공업 요양보호사급필수 기타 치매교육 이수증 필수 사회형
312,장애인 활동지원사 모집 년생 남 케네디병 등급 부산광역시 부산진구 신천대로 범천동 서면유림노르웨이숲 방문 복지서비스 제공업 관계없음 사회형
313,재가요양보호사 모집기장 부산광역시 기장군 기장읍 차성로번길 서린에코빌아파트 노인 요양 복지시설 운영업 요양보호사필수 사회형
314,재가요양보호사 구인 부산광역시 사하구 하신번영로 하단동 세양리버빌라트 방문 복지서비스 제공업 요양보호사급필수 사회형
315,재가요양보호사 부산광역시 북구 만덕대로번길 덕천건강보험공단 인근 덕천동 방문 복지서비스 제공업 요양보호사필수 사회형
316,등급 재가요양보호사 모집 부산광역시 부산진구 백양관문로 개금동 개금주공아파트 방문 복지서비스 제공업 요양보호사필수 사회형
317,도금보수작업 생산직 모집 부산광역시 사하구 다산로 장림동 무지개 공단 장림동 기타 기계 및 장비 제조업 관계없음 현실형
318,등급 여자독거어르신 돌봄 부산광역시 사하구 다대로번길 다대동 삼환아파트 방문 복지서비스 제공업 요양보호사필수 사회형
319,해운대 대우월드마크아파트 사우나 미화원 모집 부산광역시 해운대구 마린시티로 대우월드마크해운대 우동 경비 및 경호 서비스업 관계없음 현실형
320,재가요양보호사 모집 부산광역시 수영구 수영성로번길 수영동 보건 및 복지 행정 요양보호사필수 사회형
321,재가요양보호사 모집철마 부산광역시 기장군 철마면 고촌로번길 고촌휴먼시아 방문 복지서비스 제공업 요양보호사필수 사회형
322,재가요양보호사 모집기장 부산광역시 기장군 기장읍 차성로 뒤편 방문 복지서비스 제공업 요양보호사필수 사회형
323,시내버스청소원 모집 부산광역시 사하구 을숙도대로 동남여객주 장림동 건축물 일반 청소업 관계없음 현실형
324,아파트 청소원 모집 부산광역시 해운대구 청사포로 좌동 에스케이뷰아파트 경비 및 경호 서비스업 관계없음 현실형
325,재가요양보호사 모집 부산광역시 해운대구 아랫반송로번길 탑마트 인근 반송동 방문 복지서비스 제공업 요양보호사필수 사회형
326,재가요양보호사 모집 부산광역시 해운대구 반송순환로 반송동 정원빌라 방문 복지서비스 제공업 요양보호사필수 사회형
327,재가요양보호사 채용 부산광역시 연제구 연수로번길 연산더삽 인근 빌라 연산동 방문 복지서비스 제공업 요양보호사급필수 사회형
328,해운대 아이파크 미화원 광택기계 채용 부산광역시 해운대구 마린시티로 우동 해운대아이파크 경비 및 경호 서비스업 관계없음 현실형
329,아이스크림 제조공장 냉동기계 시설관리자 부산광역시 사하구 다대로번길 장림동 아이스크림 및 기타 식용빙과류 제조업 공조냉동기계기능사필수 기타 냉동공조관련자격증 현실형
330,재가요양보호사 모집 부산광역시 사하구 낙동대로번길 사하구청 인근 거주 당리동 방문 복지서비스 제공업 요양보호사필수 사회형
331,등급오전할머니월회 재가요양보호사 모십니다 부산광역시 북구 화명신도시로 금곡동 율리마을주공아파트 사회복지 상담서비스 제공업 요양보호사필수 사회형
332,전포동 재가 요양보호사 부산광역시 부산진구 전포대로 전포동 한성시티빌 노인 요양 복지시설 운영업 요양보호사급필수 사회형
333,등급 남자어르신 돌봄독거 부산광역시 사하구 다대로번길 신평동 방문 복지서비스 제공업 요양보호사급필수 사회형
334,아파트 청소원 모집 부산광역시 해운대구 센텀동로 우동 대우월드마크센텀아파트 경비 및 경호 서비스업 관계없음 현실형
335,아파트 미화원 모집 부산광역시 금정구 부곡로번길 부곡동 온천장역동원로얄듀크 사업시설 유지관리 서비스업 관계없음 현실형
336,승강기 용접 승강기 조립 모집장안 부산광역시 기장군 장안읍 오리산단로 승강기 제조업 관계없음 현실형
337,아파트 청소원 모집 부산광역시 사하구 다대로 다대동 다대포현대아파트 경비 및 경호 서비스업 관계없음 현실형
338,재가요양보호사 모집 부산광역시 사상구 모라로번길 모라동 모라주공아파트단지 방문 복지서비스 제공업 요양보호사필수 사회형
339,해운대자이아파트 재가요양보호사 모집 부산광역시 해운대구 해운대로번길 우동 해운대자이차 사회복지 상담서비스 제공업 요양보호사필수 사회형
340,재가방문요양보호사 모집일광 부산광역시 기장군 일광읍 이화로 부전비치 방문 복지서비스 제공업 요양보호사필수 사회형
341,재가요양보호사 모집기장 부산광역시 기장군 기장읍 대청로 삼홍하이츠 방문 복지서비스 제공업 요양보호사필수 사회형
342,병원 조리보조원 채용 부산광역시 동래구 중앙대로 부산우리들병원 층 온천동 기관 구내식당업 관계없음 사회형
343,구내식당 주방보조원 부산광역시 동구 중앙대로번길 염하용핵의학의원 초량동 일반 병원 관계없음 현실형
344,재가요양보호사 모집 부산광역시 연제구 고분로 연산동 연산엘지아파트 방문 복지서비스 제공업 요양보호사필수 사회형
345,재가요양보호사 모집 부산광역시 북구 효열로 금곡동 금곡단지주공아파트 사회복지 서비스업 요양보호사급필수 사회형
346,재봉 미싱 경력자 모집 부산광역시 금정구 개좌로 회동동 기타 섬유 의복 및 가죽 가공 기계 제조업 관계없음 현실형
347,재가요양보호사 모집 부산광역시 북구 화명신도시로 현대차 아파트 화명동 사회복지 서비스업 요양보호사급필수 사회형
348,아파트 경비원 채용 부산광역시 사하구 낙동대로 대티역스마트 아파트 괴정동 대티역스마트더블유인공지능 경비 및 경호 서비스업 관계없음 현실형
349,수산물 가공 생산직 직원 모집 부산광역시 사하구 다산로번길 서종산업 장림동 수산물 가공 및 저장 처리업 관계없음 현실형
350,재가요양보호사 모집 부산광역시 동래구 금강로 온천동 은우아일레 방문 복지서비스 제공업 요양보호사급필수 사회형
351,중구 일자리박람회간접참여업체 택배 터미널 내 상품 인수분류작업 채용공고 부산광역시 동구 성남로 대한통운 부산진 내 지정대리점 좌천동 택배업 관계없음 사회형
352,아파트 경비원 구인일광 부산광역시 기장군 일광읍 해빛로 일광자이푸르지오 단지 상용 인력 공급 및 인사관리 서비스업 관계없음 현실형
353,재가요양보호사 모집 부산광역시 사하구 승학로번길 당리동 거남빌라 사회복지 서비스업 요양보호사필수 사회형
354,효나눔재가복지센터 재가요양보호사 모집일광 부산광역시 기장군 일광읍 이천길 구한국유리 근처 방문 복지서비스 제공업 요양보호사필수 사회형
355,_재가요양보호사 구인 부산광역시 사하구 사하로 감천동 감천유림차아파트 방문 복지서비스 제공업 요양보호사필수 사회형
356,재가 요양보호사 부산광역시 영도구 본산남길번길 동삼동 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형
357,더샾 아델리스 오피스텔 남여 사우나실 미화원 구인 부산광역시 해운대구 마린시티로 우동 경비 및 경호 서비스업 관계없음 현실형
358,재가요양보호사 모집 부산광역시 동래구 온천장로 명륜역 번출구 인근 온천동 신화타워아파트 방문 복지서비스 제공업 요양보호사필수 사회형
359,주간보호센터 시설요양보호사 채용 부산광역시 금정구 동부곡로번길 부곡동 그 외 기타 비거주 복지 서비스업 요양보호사급필수 자동차운전면허종보통필수 사회형
360,등급 독거 할머니 주일 월 일 부터 근무 예정 재가요양보호사 모집 부산광역시 북구 화명신도시로 화명동 대우이안 노인 요양 복지시설 운영업 요양보호사필수 사회형
361,재가요양보호사 채용 부산광역시 금정구 금강로번안길 장전동 방문 복지서비스 제공업 요양보호사급필수 사회형
362,병원 미화원 채용 부산광역시 동래구 충렬대로 광혜병원 온천동 사업지원 서비스업 관계없음 현실형
363,재가요양보호사 모집반여동 부산광역시 해운대구 재반로번길 명선빌라 반여동 명선빌라 방문 복지서비스 제공업 요양보호사필수 사회형
364,재가요양보호사 모집 부산광역시 수영구 남천바다로번길 광안동 태평양하이츠 보건 및 복지 행정 요양보호사필수 사회형
365,요양보호사 모집 부산광역시 영도구 태종로 청학 동 행정복지센터 인근 청학동 방문 복지서비스 제공업 요양보호사필수 사회형
366,재가요양보호사 모집 부산광역시 사하구 대티로 괴정동 사회복지 상담서비스 제공업 요양보호사필수 사회형
367,재가요양보호사 모집 부산광역시 북구 백양대로번길 구포동 대진아파트 방문 복지서비스 제공업 요양보호사필수 요양보호사급필수 사회형
368,재가요양보호사 모집 부산광역시 연제구 거제천로번길 연산동 신우피렌체아파트 방문 복지서비스 제공업 요양보호사급필수 사회형
369,요양병원 조리사 채용 부산광역시 동래구 충렬대로 준요양병원 안락동 요양 병원 한식조리기능사필수 기타 조리사 자격증 필수 사회형
370,재가요양보호사 모집 부산광역시 금정구 구서중앙로 구서동 선경아파트 노인 요양 복지시설 운영업 요양보호사급필수 사회형
371,지사동 금강펜테리움 아파트미화원 부산광역시 강서구 과학산단로번길 지사동 지사금강펜테리움 사업시설 유지관리 서비스업 관계없음 현실형
372,재가 요양보호사 모집 부산광역시 사하구 하신중앙로 장림동 동원로얄듀크 사회복지 상담서비스 제공업 요양보호사필수 사회형
373,재가요양보호사 모집 부산광역시 사상구 낙동대로번길 인근주택 괘법동 한신아파트 방문 복지서비스 제공업 요양보호사필수 사회형
374,아파트 경비원 모집 부산광역시 부산진구 백양순환로 부암동 부암동 백양산롯데캐슬골드센트럴아파트 사업시설 유지관리 서비스업 관계없음 현실형
375,재가요양보호사 모집정관 부산광역시 기장군 정관읍 정관로 정관신도시 계룡리슈빌 노인 요양 복지시설 운영업 요양보호사급필수 사회형
376,요양병원 미화원 모집 부산광역시 사하구 다대로 다대동 요양 병원 관계없음 사회형
377,재가요양보호사 모집 부산광역시 수영구 연수로번길 망미동 방문 복지서비스 제공업 요양보호사필수 사회형
378,해피빌요양원 시설관리인 구인 부산광역시 사하구 다대로번길 괴정동 노인 요양 복지시설 운영업 자동차운전면허종보통필수 사회형
379,재가요양보호사 모집 부산광역시 사상구 사상로번길 덕포동 삼포맨션 방문 복지서비스 제공업 요양보호사필수 사회형
380,재가요양보호사 채용 부산광역시 부산진구 가야대로번길 가야동 사회복지 상담서비스 제공업 요양보호사필수 사회형
381,개금동 재가요양보호사 모집 부산광역시 부산진구 백양관문로 당감동 주공아파트단지 노인 요양 복지시설 운영업 요양보호사필수 사회형
382,낙동북로 등급 여자어르신 부산광역시 강서구 낙동북로번길 대저동 사회복지 상담서비스 제공업 요양보호사급필수 사회형
383,남천우성보라 아파트 경비원 채용 부산광역시 수영구 수영로번길 남천동 우성보라 경비 및 경호 서비스업 관계없음 현실형
384,재가요양보호사 부산광역시 부산진구 거제대로번길 양정동 청보빌라 노인 요양 복지시설 운영업 관계없음 사회형
385,재가요양보호사 구인초량동 부산광역시 동구 초량중로 초량동 범양레우스 센트럴베이 개인 간병 및 유사 서비스업 요양보호사급필수 사회형
386,재가요양보호사 모집 부산광역시 부산진구 범일로번길 인근 아파트 범천동 중앙시장 방문 복지서비스 제공업 요양보호사필수 사회형
387,미화원 모집 부산광역시 북구 덕천동 만덕대로번길 덕천지하상가 관리사무소 덕천동 온라인 활용 마케팅 및 관련 사업지원 서비스업 관계없음 현실형
388,수영구 일자리박람회 간접참여 센텀종합병원 신관 병원구내식당 조리사 모집 부산광역시 수영구 수영로 부산센텀병원 종합 병원 관계없음 사회형
389,요양보호사 선생님 모집합니다장림동 장림시장 길 주택 부산광역시 사하구 장림시장길 장림동 사회복지 상담서비스 제공업 요양보호사급필수 사회형
390,다미원수산 현장직 모집 일광 부산광역시 기장군 일광면 일역길 수산식물 가공 및 저장 처리업 관계없음 현실형
391,재가요양보호사 모집 부산광역시 영도구 함지로번길 동삼동 동삼지구영구임대아파트 그 외 기타 비거주 복지 서비스업 요양보호사급필수 사회형
392,재가요양보호사 모집 부산광역시 해운대구 세실로 좌동 건영차아파트 노인 요양 복지시설 운영업 요양보호사급필수 사회형
393,식품제조원 모집 부산광역시 북구 중리로 과자류 및 코코아 제품 제조업 관계없음 현실형
394,주차관리원 모집 부산광역시 동래구 금강로번길 대성관 온천호텔 온천동 그 외 기타 숙박업 자동차운전면허종보통필수 현실형
395,재가요양보호사 채용 부산광역시 금정구 공단동로번길 금사동 금탑맨션 방문 복지서비스 제공업 요양보호사필수 사회형
396,착한낙지 화명점 주방 정직원 모집 부산광역시 북구 금곡대로 화명동 음식점업 관계없음 현실형
397,재가요양보호사님 모십니다 부산광역시 서구 천마로 남부민동 방문 복지서비스 제공업 요양보호사필수 사회형
398,주차관리원 모집 부산광역시 중구 구덕로 남포동가 그 외 기타 분류 안된 운송 관련 서비스업 자동차운전면허종보통필수 현실형
399,대신해모로센트럴 커뮤니티사우나 미화원 모집 부산광역시 서구 서대신동가 대티로 서대신동가 대신해모로센트럴아파트 경비 및 경호 서비스업 관계없음 현실형
400,재가요양보호사 선생님 모집합니다 부산광역시 사하구 사하로 인근 주택 괴정동 방문 복지서비스 제공업 요양보호사급필수 사회형
401,재가요양보호사 모집 부산광역시 사상구 새벽로 새벽시장인근 감전동 방문 복지서비스 제공업 요양보호사필수 사회형
402,재가요양보호사 모집 부산광역시 사하구 다대로 다대동 다대지구도개공아파트 노인 요양 복지시설 운영업 관계없음 사회형
403,괴정동 장애인활동지원사 구인 부산광역시 사하구 사하로 괴정동 아델하임 사회복지 상담서비스 제공업 관계없음 사회형
404,재가요양보호사 모집 부산광역시 부산진구 백양순환로번길 당감동 태우선파크 아파트 방문 복지서비스 제공업 요양보호사필수 사회형
405,재가 요양보호사 모집 부산광역시 부산진구 복지로번길 인근 개금동 보건 및 복지 행정 요양보호사필수 사회형
406,병원식당 조리원 구합니다 부산광역시 해운대구 해운대로 층 우동 요양 병원 관계없음 현실형
407,요양보호사님 모십니다 부산광역시 중구 대청동가 복병산길번길 대청동가 양지주택 공공관계 서비스업 요양보호사필수 사회형
408,해운대 상가 경비원 모집 부산광역시 해운대구 세실로 좌동 경동지플러스 경비 및 경호 서비스업 관계없음 현실형
409,재가요양보호사 채용 부산광역시 사하구 옥천로번나길 감천동 방문 복지서비스 제공업 요양보호사급필수 사회형
410,재가요양보호사 채용 부산광역시 사하구 하신번영로 가락타운단지 하단동 가락타운단지 방문 복지서비스 제공업 요양보호사급필수 사회형
411,재가요양보호사 채용 부산광역시 강서구 명지오션시티로 명지동 엘크루솔마레 방문 복지서비스 제공업 요양보호사급필수 사회형
412,연산요양병원 요양보호사 채용 부산광역시 연제구 배산북로 연산요양병원 연산동 요양 병원 요양보호사급우대 사회형
413,동림상사 주류 배송납품 사원 모집 부산광역시 사상구 낙동대로번길 삼락동 주류 도매업 관계없음 현실형
414,하이츠자이 집하장 미화원 채용 부산광역시 남구 신선로 용호동 하이츠자이 경비 및 경호 서비스업 관계없음 사회형
415,섬유염색가공 공무 모집에너지관리기능사 자격증 필수 부산광역시 사하구 신산로번길 화진산업 직물 편조원단 및 의복류 염색 가공업 에너지관리기능사필수 기타 또는 보일러기사자격증필수 현실형
416,재가요양보호사 모집 부산광역시 수영구 남천동로 남천동 남천동 코오롱 하늘채 골든비치 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형
417,베테랑병원 조리사 조리원 모집 부산광역시 연제구 중앙대로 한진에셋빌딩 베테랑병원 연산동 한진에셋빌딩 그 외 기타 보건업 관계없음 사회형
418,요양보호사 선생님 구인합니다 부산광역시 부산진구 진사로번길 개금동 국민주택 방문 복지서비스 제공업 요양보호사필수 사회형
419,오전 재가요양보호사 모집 부산광역시 해운대구 재반로 재송동 방문 복지서비스 제공업 요양보호사급필수 사회형
420,재가요양보호사 모집 부산광역시 동구 범내남로번길 범일동 방문 복지서비스 제공업 요양보호사필수 요양보호사급필수 사회형
421,긴급돌봄 방문요양보호사 모집반여동 부산광역시 해운대구 재반로번길 반여동 동호빌라 방문 복지서비스 제공업 요양보호사필수 사회형
422,롯데캐슬단지 아파트 미화원 채용 부산광역시 금정구 금강로 구서동 롯데캐슬골드단지 경비 및 경호 서비스업 관계없음 현실형
423,자반공등어 가공업체 작업장근무자 구인 부산광역시 사하구 다대로번길 층 호 다대동 신선 냉동 및 기타 수산물 도매업 관계없음 현실형
424,재가 요양보호사 구인 부산광역시 해운대구 해운대해변로 현대베네시티아파트 우동 현대베네시티아파트 노인 요양 복지시설 운영업 요양보호사급필수 사회형
425,재가요양보호사 채용치매교육이수자만 지원가능 부산광역시 부산진구 가야대로 가야동 가야동원로얄듀크 그 외 기타 보건업 요양보호사필수 사회형
426,가사도우미 부산광역시 사하구 승학로번길 동 당리동 당리푸르지오 비주거용 부동산 관리업 관계없음 현실형
427,아파트 청소원 모집 부산광역시 수영구 황령대로번길 남천동 남천 엑슬루타워 사업시설 유지관리 서비스업 관계없음 현실형
428,텔레콤 안락사옥 미화직원 채용 부산광역시 동래구 충렬대로 안락동 텔레콤 안락동 비주거용 부동산 관리업 관계없음 현실형
429,재가요양보호사 모집 부산광역시 수영구 금련로번길 배산역 번 출구 인근 망미동 방문 복지서비스 제공업 요양보호사필수 사회형
430,부산서부터미널 및 애플아울렛 미화업무 부산광역시 사상구 사상로 서부터미널애플아웃렛 괘법동 사업시설 유지관리 서비스업 관계없음 예술형
431,재가요양보호사 모집 부산광역시 서구 서대신동가 대영로번길 차 서대신동가 대신 푸르지오 노인 요양 복지시설 운영업 요양보호사필수 사회형
432,재가요양보호사 모집 부산광역시 사하구 을숙도대로 감천동 전원빌라 보건업 요양보호사필수 사회형
433,재가요양보호사 모집 부산광역시 동래구 금강로 온천동 방문 복지서비스 제공업 요양보호사필수 사회형
434,감전동 제조공장 내 현장 청소 부산광역시 사상구 낙동대로 감전동 상용 인력 공급 및 인사관리 서비스업 관계없음 현실형
435,어린이집 조리사 구인 부산광역시 사하구 장평로번길 동심어린이집 신평동 보육시설 운영업 한식조리기능사필수 양식조리기능사필수 사회형
436,편한세상동래명장아파트 미화원 모집 부산광역시 동래구 명장로 명장동 편한세상 동래명장 사업시설 유지관리 서비스업 관계없음 현실형
437,요양보호사 선생님을 모십니다 부산광역시 북구 효열로번길 금곡동 협진태양아파트 방문 복지서비스 제공업 요양보호사필수 사회형
438,등급 재가요양보호사 모집 부산광역시 부산진구 가야공원로번길 가야동 방문 복지서비스 제공업 요양보호사필수 사회형
439,단지 아파트 미화원 모집정관 부산광역시 기장군 정관읍 모전로 정관신도시 엘에이치 단지 아파트 사업시설 유지관리 서비스업 관계없음 현실형
440,사직차 쌍용예가 아파트 미화원 모집 부산광역시 동래구 쇠미로번길 사직동 사직차 쌍용예가 상용 인력 공급 및 인사관리 서비스업 관계없음 현실형
441,요양보호사 모집 등급 세 여자어르신 주일 부산광역시 부산진구 성지로 연지동 래미안어반파크 건강보험업 요양보호사필수 사회형
442,재가요양보호사 모집 등급여자분독거주일 부산광역시 북구 효열로번길 금곡동 금곡단지주공아파트 방문 복지서비스 제공업 요양보호사필수 사회형
443,등급 여주일오전 재가요양보호사 채용 부산광역시 동구 홍곡로 초량동 편한세상 부산항 방문 복지서비스 제공업 요양보호사필수 사회형
444,재가요양보호사 구인 부산광역시 연제구 쌍미천로번길 연제중학교 앞 연산동 방문 복지서비스 제공업 요양보호사필수 사회형
445,재가요양보호사님 모집합니다 부산광역시 북구 화명신도시로 금곡동 화명리버빌차아파트 방문 복지서비스 제공업 요양보호사필수 사회형
446,재가 요양보호사 모집 부산광역시 해운대구 세실로 좌동 건영차아파트 방문 복지서비스 제공업 요양보호사필수 사회형
447,아파트 미화원 모집 부산광역시 사상구 백양대로 주례동 벽산신화아파트 경비 및 경호 서비스업 관계없음 현실형
448,등급 여자어르신 요양보호사 채용 부산광역시 강서구 가덕해안로번나길 인근 눌차동 방문 복지서비스 제공업 요양보호사필수 사회형
449,등급외 양보호사 채용 부산광역시 강서구 동선새바지길 인근 눌차동 방문 복지서비스 제공업 요양보호사필수 사회형
450,연산요양병원 병동 미화원 채용 부산광역시 연제구 배산북로 연산요양병원 연산동 요양 병원 관계없음 사회형
451,이안동래센트럴시티 아파트청소원 채용즉시 출근 가능자 부산광역시 동래구 온천장로번길 온천동 이안 동래센트럴시티 인력 공급업 관계없음 현실형
452,재가요양보호사 모십니다 부산광역시 중구 보수동가 보수북길 보수동가 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형
453,재가요양보호사 모집 부산광역시 해운대구 신반송로 반송동 주공아파트 방문 복지서비스 제공업 요양보호사필수 요양보호사급필수 사회형
454,재가 요양보호사 모집 부산광역시 동래구 명장로 명장동 사회복지 상담서비스 제공업 요양보호사필수 사회형
455,병원 청소미화원 모집해운대새일센터 채용대행 부산광역시 해운대구 좌동순환로 해운대나눔과행복병원 중동 경비 및 경호 서비스업 관계없음 현실형
456,다대포 다대수병원 조리사 구인합니다 부산광역시 사하구 다대로 다대수병원 다대동 일반 병원 한식조리기능사필수 기타 인근거주자 우대 현실형
457,재가요양보호사 구함 부산광역시 수영구 민락로번길 민락동 정운빌라 보건 및 복지 행정 요양보호사필수 사회형
458,해운대 할아버지 요양보호사 구인 부산광역시 해운대구 대천로 벽산 아파트 좌동 벽산차아파트 방문 복지서비스 제공업 요양보호사필수 사회형
459,스퀘어 방재주임 채용 부산광역시 남구 분포로 용호동 더블유 경비 및 경호 서비스업 관계없음 사회형
460,재가요양보호사 모집 부산광역시 수영구 과정로 망미중앙시장 인근 망미동 방문 복지서비스 제공업 요양보호사필수 사회형
461,재가요양보호사 모집오후주일남자등급 부산광역시 부산진구 성지곡로번길 초읍동 사회복지 상담서비스 제공업 요양보호사필수 사회형
462,재가요양보호사 모집 부산광역시 금정구 동현로 부곡동 늘푸른아파트 방문 복지서비스 제공업 요양보호사필수 사회형
463,요양보호사님 구합니다부곡동 부산광역시 금정구 동부곡로번길 무지개타운 부곡동 방문 복지서비스 제공업 요양보호사필수 사회형
464,등급남자등급여자 어르신시간 부산광역시 북구 구남언덕로번길 구포동 노인 요양 복지시설 운영업 요양보호사급필수 사회형
465,문현동 경비원 모집 부산광역시 남구 진남로번길 문현동 현대아파트 사업시설 유지관리 서비스업 기타 경비원신임교육 이수증 필수 현실형
466,요양보호사 모십니다 부산광역시 남구 동명로번길 용호동 덕용주택 방문 복지서비스 제공업 요양보호사급필수 사회형
467,등급 대 독거 할머니 오후 시 주일 재가요양보호사 모집 부산광역시 사상구 낙동대로 엄궁동 엄궁한신차아파트 방문 복지서비스 제공업 요양보호사급필수 기타 사회형
468,작업자 구인 부산광역시 사하구 두송로번길 다대동 자동차 재제조 부품 제조업 관계없음 진취형
469,년 부산 여성 취창업 박람회 간접 참가업체 간병인 모집 부산광역시 사상구 낙동대로 엄궁동 요양 병원 간호조무사우대 사회형
470,요양보호사 모집 부산광역시 수영구 장대골로번길 층 광안동 문화화이트빌라 노인 요양 복지시설 운영업 요양보호사급필수 사회형
471,오전 미화직원 채용 부산광역시 북구 화명대로 화명동 상용 인력 공급 및 인사관리 서비스업 관계없음 현실형
472,년 부산 여성 취창업 박람회 직접간접 참가업체 미화원 모집 부산광역시 동래구 온천장로번길 온천동 더샵 온천헤리티지 경비 및 경호 서비스업 관계없음 현실형
473,르노코리아 부산공장 직원식당 조리원 채용 부산광역시 강서구 르노삼성대로 신호동 음식점업 관계없음 현실형
474,등급 여자어르신 재가요양보호사 채용 부산광역시 강서구 명지오션시티로번길 인근 명지동 방문 복지서비스 제공업 요양보호사필수 사회형
475,부산더파티 뷔페 행사보조업무 부산광역시 부산진구 신천대로 부암동 일성인포아파트 부암동 상가동 한식 일반 음식점업 관계없음 현실형
476,연산동 등급 여자 독거어르신 돌봄 부산광역시 연제구 과정로 연산동 선경아파트 방문 복지서비스 제공업 요양보호사필수 사회형
477,다대푸른아파트 경비원 구인 부산광역시 사하구 다대낙조길 다대동 다대푸른아파트 인력 공급업 관계없음 현실형
478,재가요양보호사 모집 부산광역시 부산진구 가야대로 가야동 가야 롯데캐슬 골드아너 사회복지 서비스업 요양보호사필수 사회형
479,재가요양보호사 모집장안 부산광역시 기장군 장안읍 좌천길 방문 복지서비스 제공업 요양보호사필수 사회형
480,년 부산 여성 취창업 박람회 간접 참가업체요양병원 요양보호사 모집 부산광역시 사상구 백양대로번길 모라동 그 외 기타 보건업 요양보호사우대 사회형
481,재가요양보호사 채용 부산광역시 강서구 가덕해안로번나길 눌차동 노인 요양 복지시설 운영업 요양보호사필수 사회형
482,한돈한우 음식점 주방보조직원 채용 부산광역시 사상구 학감대로 빌딩 층 감전동 육류 가공식품 도매업 관계없음 현실형
483,족발음식점 홀서빙원 모집 부산광역시 중구 광복로 부산족발 부평동가 한식 음식점업 관계없음 현실형
484,재가 요양보호사 모집 부산광역시 수영구 연수로번길 수영동 노인 요양 복지시설 운영업 요양보호사필수 사회형
485,삼창아파트 미화원 채용 부산광역시 영도구 광암길 청학동 청학삼창아파트 부동산업 관계없음 현실형
486,채용대행 초량 협성마리나 커뮤니티 미화원 모집 부산광역시 동구 충장대로 초량동 경비 및 경호 서비스업 관계없음 현실형
487,재가요양보호사 채용 부산광역시 연제구 거제천로 거제동 거제동월드메르디앙아파트 사회복지 상담서비스 제공업 요양보호사급필수 사회형
488,소아청소년과병원 청소원 모집 경총중장년내일센터 채용대행 부산광역시 부산진구 가야대로 미래소아청소년과 개금동 건축물 일반 청소업 관계없음 현실형
489,재가요양보호사 모집 부산광역시 금정구 식물원로 장전동 산수유 방문 복지서비스 제공업 요양보호사필수 사회형
490,수영구 수영동 요양보호사님을 모집합니다 부산광역시 수영구 수영로번길 수영동 현대아파트 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형
491,조리원 모집 정관 부산광역시 기장군 기장읍 차성동로번길 기장읍 대라리 교육 행정 관계없음 현실형
492,아파트 청소원 모집 부산광역시 강서구 명지오션시티로 명지동 명지 두산위브 포세이돈 기타 개인 서비스업 관계없음 현실형
493,중구 일자리박람회간접참여업체 미화 계약직 사원 모집 부산광역시 중구 구덕로 호텔포레 프리미어 남포점 층 남포동가 그 외 기타 숙박업 관계없음 사회형
494,더샵명지퍼스트월드 단지 미화원 채용 부산광역시 강서구 명지국제로 명지동 더샵 명지퍼스트월드 단지 경비 및 경호 서비스업 관계없음 현실형
