id,combined_cleaned
210,채용연계 삼성전자 반도체 안전감시단 취업설명회 온라인접수 아래 하단의 신청하기 클릭 사회형 부산경제진흥원
211,심리안정상담 지원서비스 사회형 부산경제진흥원
212,마을공동체거점공간 마을누리 프로그램 수강생 모집 현실형 부산광역시 동래구청
213,월 오픈클래스 무자본 창업의 목표설정과 아이템 발굴 탐구형 부산광역시 연제구청
214,팽나무하우스 프로그램 수강생 모집 사회형 부산광역시 동래구청
215,센터 내 사진관 예술형 부산경제진흥원
216,중장년 생애경력설계 프로그램 교육 참여자 모집 사회형 부산광역시 동래구청
217, 사회적경제 금정대학 수강생 모집 홍보 사회형 부산광역시 금정구청
218,월 오픈클래스 직접 만들어 특별한 제작 예술형 부산광역시 연제구청
219,월 생애경력설계 전직스쿨 프로그램 교육생 모집 사회형 노사발전재단
220,온라인창업 시작하자 용돈에서 월급으로  정산계좌번호를 알고 있어야 합니다 탐구형 부산광역시 수영구청
221,자신만만 면접특강 모의면접 사회형 부산경제진흥원
222, 수영구 사회적경제기업 창업 아카데미 기초과정차 모집 사회형 부산광역시 수영구청
223,비즈니스서비스기업 청년일자리 지원사업을 함께 운영할 인원 모집 사회형 부산경제진흥원
224,좋은 일자리 창출 협력 프로젝트 사회형 부산경제진흥원
225,잡미팅 카카오 블루 크루 채용설명회 사회형 부산경제진흥원
226, 중장년 생애설계 프로그램 사회형 부산경제진흥원
227,월 생애경력설계 프로그램 교육생 모집 사회형 노사발전재단
228,월 오픈클래스년 떠오르는 창업 트렌드 분석 탐구형 부산광역시 연제구청
229,가족 즐거운 크리스마스 쿠키 만들기 현실형 사하구평생학습관
230, 크리스마스 수제종이 오브제 모빌 예술형 북구평생학습관
231, 마음챙김으로 스트레스 다스리기 사회형 북구평생학습관
232,월 일 들락날락 유아과학교실 미니 현미경 관찰 단체 진취형 영도구평생학습관
233,월 일 들락날락 유아과학교실 미니 현미경 관찰 단체 진취형 영도구평생학습관
234, 색채인문학 색을 활용한 소통방법 색채로 말하다 진취형 북구평생학습관
235,디지털배움터스마트폰으로 영상 만들기 진취형 사하구평생학습관
236,디지털배움터나만의 영상제작반 예술형 사하구평생학습관
237,우리동네 인문학 교실 시대로 조명해보는 베스트셀러 이야기 진취형 북구평생학습관
238,기초 코바늘 뜨기 패브릭얀을 활용한 기초 뜨개 예술형 북구평생학습관
239,부산광역시인권센터와 함께하는 시민 인권 아카데미 사회형 북구평생학습관
240, 숲해설가와 떠나는 가을숲 나들이 금정산 숲길 탐방 진취형 북구평생학습관
241, 가족이 함께 떠나는 숲체험 놀이 낙엽으로 만드는 무지개 세계 사회형 북구평생학습관
242,커피 바리스타 현실형 영도구평생학습관
243, 맛있는 커피의 비밀 핸드드립 제대로 내리는 법 진취형 북구평생학습관
244,하반기 영어 년 세 진취형 영도구평생학습관
245,하반기 영어 초등학년 진취형 영도구평생학습관
246, 숲해설가와 떠나는 가을숲 나들이 화지산 편백숲과 식물천연기념물 탐방 진취형 북구평생학습관
247, 숲해설가와 떠나는 가을숲 나들이 화지산 편백숲 탐방 진취형 북구평생학습관
248,가을 따라 숲길 따라 사하林 산림치유 프로그램 사회형 사하구평생학습관
249,오감만족 문화예술 가요와 함께 만나는 합창  휴강 예술형 사하구평생학습관
250, 퍼스널 골격체형 진단 스타일링 진취형 북구평생학습관
251,하반기 영어 원어민초등학년 진취형 영도구평생학습관
252,하반기 영어 원어민초등학년 진취형 영도구평생학습관
253,청년을 위한 자산 관리 방법과 기초 재테크 청년세 우선 선발 사회형 사하구평생학습관
254,함께 실천해요 환경테라피 지구품愛 진취형 북구평생학습관
255,년 영도에서 떠나는 유럽예술여행기 예술형 영도구평생학습관
256,기타교실클래식포크 예술형 영도구평생학습관
257,움직임 명상스스로 치유하는 몸 현실형 영도구평생학습관
258,우리동네 인문학 교실 쉽고 재미있는 클래식 에세이 진취형 북구평생학습관
259,통합실버케어전문가 자격과정 개강 사회형 사하구평생학습관
260,퀼트프랑스 자수 예술형 영도구평생학습관
261,색연필로 그리는 그림책 속 숨은 명화 예술형 북구평생학습관
262,디지털배움터 카드뉴스 제작반 진취형 사하구평생학습관
263,고전문학 세계사와 함께 읽기 진취형 사하구평생학습관
264,색소폰 예술형 영도구평생학습관
265,클래식 발레세반시 예술형 영도구평생학습관
266,클래식 발레초등학년 시 예술형 영도구평생학습관
267,클래식 발레세반시 예술형 영도구평생학습관
268,뜨개질로 만드는 아기모자 예술형 사하구평생학습관
269,어반스케치로 나만의 엽서 만들기 예술형 사하구평생학습관
270,컬러테라피로 보는 나의 컬러성향 진취형 사하구평생학습관
271,초등책놀이지도사 급 자격과정 사회형 북구평생학습관
272,휴놀교실 장애인과 비장애인이 함께하는 가을의 소리를 그려 보아요 사회형 북구평생학습관
273,닥종이인형공예 예술형 영도구평생학습관
274,성악 예술형 영도구평생학습관
275,식습관 코칭 지도사 자격과정 사회형 사하구평생학습관
276,테이스팅으로 떠나는 유럽 와인 여행 진취형 사하구평생학습관
277,퀼트프랑스 자수 예술형 영도구평생학습관
278,내 인생을 담은 자서전 쓰기 진취형 사하구평생학습관
279,내 인생을 담은 자서전 쓰기 개강 진취형 사하구평생학습관
280,통합실버케어전문가 자격과정 사회형 사하구평생학습관
281,이야기할머니 예비활동가 양성과정 사회형 사하구평생학습관
282,해피 북버스데이유아세 예술형 영도구평생학습관
283,해피 북버스데이초등학년 예술형 영도구평생학습관
284,월 토요스토리텔링 사회형 영도구평생학습관
285,그림자 인형극 팥죽호랑이와 일곱 녀석 예술형 영도구평생학습관
286,전은주 작가 초청 강연회 그림책 육아로 공부와 인성 두 마리 토끼 잡기 진취형 영도구평생학습관
287,월 폴짝폴짝 체험형 동화구연 반 예술형 영도구평생학습관
288,월 폴짝폴짝 체험형 동화구연 반 예술형 영도구평생학습관
289,찾아가는 원데이 배달강좌  샴푸바 만들기 진취형 북구평생학습관
290,퓨어공방 스칸디아모스와 가을을 담다주간 예술형 부산진구평생학습관
291,장애인식개선교육  농인청각장애인 이해 사회형 북구평생학습관
292,월 일 들락날락 유아과학교실 알고 보면 멋진 거미 단체 진취형 영도구평생학습관
293,찾아가는 원데이 배달강좌  그린소재리스 만들기 예술형 북구평생학습관
294,영선나릿작은도서관 모루동물인형키링 만들기 예술형 영도구평생학습관
295,찾아가는 원데이 배달강좌  라탄전구 가랜드 만들기 예술형 북구평생학습관
296,월 일 들락날락 유아과학교실 알고 보면 멋진 거미 단체 차 가능 진취형 영도구평생학습관
297,장애인식개선교육  장애체험교육휠체어체험 사회형 북구평생학습관
298,휴먼라이브러리 사람책 김남정의 타로수비학이야기 진취형 북구평생학습관
299,  화명동 기찻길 숲길 이야기야외 예술형 북구평생학습관
300,이야기꽃할머니 스토리텔링 예술형 영도구평생학습관
301,테스트 진취형 서구평생학습관
302,생각 쑥쑥 그림책 놀이 반 사회형 영도구평생학습관
303,월 인터넷 활용 진취형 부산진구평생학습관
304,월 왕초보 컴퓨터입문 진취형 부산진구평생학습관
305,월 엑셀 시작하기 진취형 부산진구평생학습관
306,월 실무문서편집 진취형 부산진구평생학습관
307,주말 가족특강 우리가족 크리스마스 케이크 만들기호 현실형 서구평생학습관
308,야간특강 년 부동산 전망과 전략 진취형 서구평생학습관
309,야간특강 광고로 재미있게 배우는 보험 진취형 서구평생학습관
310,야간특강 대한민국은 왜 아파트인가 현실형 서구평생학습관
311,야간특강 주식 초보자도 쉽게 배우는 주식이야기 진취형 서구평생학습관
312,주말 가족특강 예쁜 간식 화과자 만들기구 예술형 서구평생학습관
313,야간특강 저자극 각질제거 커피슈거 스크럽제 현실형 서구평생학습관
314,야간특강 수려한 원석 비즈공예 비녀 예술형 서구평생학습관
315,야간특강 실용적인 압화 에코백 예술형 서구평생학습관
316,  스마트폰 기초 네이버편 진취형 북구평생학습관
317,야간특강 가을에 어울리는 향수 디퓨저 진취형 서구평생학습관
318,  세대 가족스포츠 한궁 게임 체험 예술형 북구평생학습관
319,야간특강 가을꽃과 함께하는 이니셜 레진키링 예술형 서구평생학습관
320,정규치매재활 활동가 양성 과정 사회형 서구평생학습관
321,정규천마산 이야기를 담은 창작 동화책 제작 과정 예술형 서구평생학습관
322,  치매 방지에 최고 색소폰 무엇이든 물어보세요 진취형 북구평생학습관
323,정규 이야기할머니 양성 과정동화구연지도사 자격증 사회형 서구평생학습관
324,줌온라인 두피건강과 얼굴이 작아지는 셀프마사지 예술형 서구평생학습관
325,부모 조부모금쪽같은 우리아이 긍정적 훈육법 사회형 서구평생학습관
326, 나도 영화감독 스마트폰으로 단편영화 영상 제작 예술형 서구평생학습관
327,야간특강 하나뿐인 나만의 수제도장 사회형 서구평생학습관
328,줌온라인 주 완성 연필스케치 기초 예술형 서구평생학습관
329,  스마트폰 기초 설정편 진취형 북구평생학습관
330,줌온라인 쉽게 배워 당장 써먹는 절세비법연말정산과 세금이야기 진취형 서구평생학습관
331,월 왕초보 컴퓨터 입문 진취형 부산진구평생학습관
332,월 한셀로 계산하기 진취형 부산진구평생학습관
333,월 인터넷 활용 진취형 부산진구평생학습관
334,월 실무 엑셀 진취형 부산진구평생학습관
335,제회 영도 아카데미 전한길 강사 일타강사 전한길이 전하는 성공과 행복 진취형 영도구평생학습관
336,정규 재난예방안전관리사 자격증 과정 사회형 서구평생학습관
337,월 스마트폰 활용 진취형 부산진구평생학습관
338,월 스마트폰 기초 진취형 부산진구평생학습관
339,정규당신만 모르는 돈이 되는 비즈니스 글쓰기 사회형 서구평생학습관
340,모모라미스튜디오 팝아트 초상화 원데이 클래스 예술형 부산진구평생학습관
341,크리스마스 토탈공예 체험 예술형 부산진구평생학습관
342,모모라미스튜디오 크리스마스 트리 나이프화 예술형 부산진구평생학습관
343,베이킹숲 나만의 홈베이킹 주말기 현실형 부산진구평생학습관
344,퓨어공방 스칸디아모스로 가족과 함께해요 주말 예술형 부산진구평생학습관
345,퓨어공방 스칸디아모스로 가족과 함께해요 주말 예술형 부산진구평생학습관
346,송협주판화공방 실크스크린 아카데미월 예술형 부산진구평생학습관
347,홈 인테리어 토탈공예 체험 현실형 부산진구평생학습관
348,은모루 퇴근후 취미는 실버쥬얼리 크리스마스선물야간 예술형 부산진구평생학습관
349,나만의 플라워 스튜디오월 예술형 부산진구평생학습관
350,모모라미스튜디오 왕초보 나이프화 겨울 예술형 부산진구평생학습관
351,유리풀 스테인드 글라스 조명 만들기 예술형 부산진구평생학습관
352,헤르테세라믹 유니크한 오브제 만들기저녁 예술형 부산진구평생학습관
353,윤슬공방 나만의 제품 만들기 양단 조끼중급반 예술형 부산진구평생학습관
354,헤르테세라믹 유니크한 오브제 만들기저녁 예술형 부산진구평생학습관
355,헤르테세라믹 유니크한 오브제 만들기오전 예술형 부산진구평생학습관
356,꼬마쉐프 요리교실 월 사회형 부산진구평생학습관
357,퓨어공방 스칸디아모스로 가족과 함께해요 주말 예술형 부산진구평생학습관
358,퓨어공방 스칸디아모스로 가족과 함께해요 주말 예술형 부산진구평생학습관
359,은모루 퇴근후 취미는 실버쥬얼리 크리스마스선물 예술형 부산진구평생학습관
360,힐링 토탈공예 체험 예술형 부산진구평생학습관
361,모모라미스튜디오 왕초보 나이프화 겨울야간 예술형 부산진구평생학습관
362,베이킹숲 나만의 홈베이킹 주말기 현실형 부산진구평생학습관
363,기초 탄탄 일본어 동사활용 회화초급 진취형 부산진구평생학습관
364,상희플라워 플로리스트로 꿈을 키우다주간 예술형 부산진구평생학습관
365,상희플라워 플로리스트로 꿈을 키우다야간 예술형 부산진구평생학습관
366,위드아이센터 마크라메로 만드는 따뜻한 인테리어 소품 예술형 부산진구평생학습관
367,위드아이센터 마크라메로 만드는 따뜻한 인테리어 소품야간 예술형 부산진구평생학습관
368,송협주판화공방 실크스크린 아카데미월 예술형 부산진구평생학습관
369,폐강 감성을 담은 도자기 공예 예술형 부산진구평생학습관
370,감성을 담은 도자기 공예 예술형 부산진구평생학습관
371,바른자세 필라테스 현실형 부산진구평생학습관
372,신중년인생이모작 근골격계질환 예방관리법 사회형 서구평생학습관
373,위드아이센터 토퍼로 창업 기초 클래스 탐구형 부산진구평생학습관
374,위드아이센터 토퍼로 창업 기초 클래스야간 탐구형 부산진구평생학습관
375,쉽게 배우는 수학 보드게임 진취형 부산진구평생학습관
376,놀면서 창의력이 쑥쑥 놀이수학 초등저 진취형 부산진구평생학습관
377,집중력 향상 창의 보드게임 진취형 부산진구평생학습관
378,알쏭달쏭 키즈과학 연구소 세 진취형 부산진구평생학습관
379,놀면서 창의력이 쑥쑥 놀이수학 초등저 진취형 부산진구평생학습관
380,알쏭달쏭 키즈과학 연구소 세초등저 진취형 부산진구평생학습관
381,퓨어공방 여유로운 주말 스칸디아모스와 함께해요 예술형 부산진구평생학습관
382,꼬마쉐프 요리교실 월 사회형 부산진구평생학습관
383,상희플라워 초등원예테라피 그림책과 함께 마음 꽃 피우다 예술형 부산진구평생학습관
384,퓨어공방 여유로운 주말 스칸디아모스와 함께해요 예술형 부산진구평생학습관
385,토요일 클래스 고흐 해바라기 유화 예술형 영도구평생학습관
386,토요일 클래스 라탄원형 손가방 예술형 영도구평생학습관
387,토요일 클래스 가을을 담은 백드롭 페인팅 예술형 영도구평생학습관
388,초보 가드너를 위한 식물 인테리어 예술형 부산진구평생학습관
389,퓨어공방 스칸디아모스와 가을을 담다야간 예술형 부산진구평생학습관
390,퓨어공방 스칸디아모스와 가을을 담다야간 예술형 부산진구평생학습관
391,홈파티 플라워 센터피스월 현실형 부산진구평생학습관
392,폐강 홈파티 플라워 센터피스월 현실형 부산진구평생학습관
393,유리풀 스테인드 글라스 미니무드등 만들기 예술형 부산진구평생학습관
394,모모라미스튜디오 금전운을 부르는 해바라기 나이프화 야간 예술형 부산진구평생학습관
395,노화방지를 위한 기초 근력운동스트레칭 사회형 해운대구 평생학습관
396,푸어푸어공방 리본 은발찌 만들기 예술형 부산진구평생학습관
397,년 커피문화 확산 평생교육 프로그램 주말반 진취형 영도구평생학습관
398,곰방공방 터프팅 클래스 주말 예술형 부산진구평생학습관
399,길소의부엌 쌀가루로 만드는 디저트 현실형 부산진구평생학습관
400,토요일 클래스 영도바다 입욕제 만들기 현실형 영도구평생학습관
401,토요일 클래스 타일 트레이 만들기 예술형 영도구평생학습관
402,토요일 클래스 글라스아트 꽃 도어벨 예술형 영도구평생학습관
403,토요일 클래스 천연 핸드워시 근육통 젤파스 예술형 영도구평생학습관
404,마음을 담는 싱잉볼 명상요가 현실형 부산진구평생학습관
405,마음을 담는 싱잉볼 명상요가 현실형 부산진구평생학습관
406,부동산실전경매일반강좌 진취형 수영구평생학습관
407,치매예방 실버보드게임대 이상 진취형 부산진구평생학습관
408,해설과 연주가 있는 클래식 렉쳐콘서트 예술형 부산진구평생학습관
409,포근한 하모니카초급 예술형 부산진구평생학습관
410,부모가 배우는 그림책 인문학 진취형 부산진구평생학습관
411,한낮의 필라테스 현실형 부산진구평생학습관
412,나를 찾아가는 타로 심리 상담 사회형 부산진구평생학습관
413,마음 피지컬 타로상담 리딩 강화 프로그램 예술형 사하구평생학습관
414,금손이 되는 보자기 아트일반강좌 예술형 수영구평생학습관
415,침선공예연구회 전통체험 소품만들기 예술형 부산진구평생학습관
416,이쌤캘리아트 내 글씨가 예술 글씨로 왕초보 캘리그라피 예술형 부산진구평생학습관
417,침선공예연구회 선물하고싶은 소품한지공예 예술형 부산진구평생학습관
418,쉽고 간단한 홈파티 음식 레시피 현실형 부산진구평생학습관
419,년 커피문화 확산 평생교육 프로그램 야간반 진취형 영도구평생학습관
420,마음을 채우는 어반드로잉 예술형 부산진구평생학습관
421,낭만을 그리는 오일파스텔 예술형 부산진구평생학습관
422,우리말로 배우는 왕초보 여행 중국어 진취형 부산진구평생학습관
423,년 커피문화 확산 평생교육 프로그램 오전반 진취형 영도구평생학습관
424,여행부터 회화까지 한번에 여행 일본어 진취형 부산진구평생학습관
425,년 커피문화 확산 평생교육 프로그램 오후반 진취형 영도구평생학습관
426,떠나지 않고 즐기는 여행 영화를 보다 대만을 걷다일반강좌 진취형 수영구평생학습관
427,나도 저작권자 도전 작곡 배워보기 진취형 사하구평생학습관
428,자연을 담은 꽃그림 한국화아트지도사 급 예술형 해운대구 평생학습관
429,시대 질문하는 힘하브루타 진취형 사하구평생학습관
430,윤슬공방 재봉수업 선비의 멋 도포만들기고급반 예술형 부산진구평생학습관
431,고사성어 및 실용한자 진취형 부산진구평생학습관
432,침선공예연구회 프랑스 자수공예 예술형 부산진구평생학습관
433,윤슬공방 재봉수업 선비의 멋 도포만들기고급반 예술형 부산진구평생학습관
434,이쌤캘리아트 수채화와 예쁜 손글씨 붓펜 캘리그라피 예술형 부산진구평생학습관
435,인문학과 함께하는 서양미술사일반강좌 진취형 수영구평생학습관
436,부산과학기술대학교와 함께하는 커피바리스타 직무체험 진취형 북구평생학습관
437,곰방공방 터프팅 클래스 주간 예술형 부산진구평생학습관
438,은모루 퇴근후 취미는 실버쥬얼리 시리즈 디자인 예술형 부산진구평생학습관
439,입맛을 살리는 밑반찬 요리 예술형 부산진구평생학습관
440,길소의부엌 퇴근후 집에서 만들어 먹는 한그릇집밥 현실형 부산진구평생학습관
441,곰방공방 터프팅 클래스 주간 예술형 부산진구평생학습관
442,퓨어공방 스칸디아모스와 가을을 담다주간 예술형 부산진구평생학습관
443, 더 매력적인 나를 위한 퍼스널 컬러 진단 및 코칭 진취형 북구평생학습관
444,아름다운 글꽃 캘리그라피 급 자격과정 예술형 부산진구평생학습관
445,국가공인 직업상담사 급 자격증 대비반 사회형 부산진구평생학습관
446,함께 나누는 인문학 시낭송의 재발견 진취형 부산진구평생학습관
447,놀이수학지도사 급 자격과정 사회형 사하구평생학습관
448,퀼트마인 퀼트와 함께하는 가을 겨울 그리고 크리스마스 예술형 부산진구평생학습관
449,놀이수학지도사 급 자격과정 사회형 사하구평생학습관
450,소연아트랩 선긋기 기초부터 배우는 붓펜캘리그라피 예술형 부산진구평생학습관
451,커피지도사 급 자격증 과정일반강좌 진취형 수영구평생학습관
452,헤르테세라믹 유니크한 주방템 만들기오전 예술형 부산진구평생학습관
453,곰방공방 터프팅 클래스 야간 예술형 부산진구평생학습관
454,윤슬공방 한복을 기초로한 의상 만들기고급반 예술형 부산진구평생학습관
455,곰방공방 터프팅 클래스 야간 예술형 부산진구평생학습관
456,동화풍 수채일러스트일반강좌 예술형 수영구평생학습관
457,백세인생 항노화스포츠 현실형 부산진구평생학습관
458,일상 속 힐링 아크릴화 예술형 부산진구평생학습관
459,젊어지는 나의 첫 영어 진취형 부산진구평생학습관
460,가이드없이 척척 떠나는 여행 영어 진취형 부산진구평생학습관
461,꼬리에 꼬리를 무는 역사이야기 진취형 부산진구평생학습관
462,부수로 보는 한자 진취형 부산진구평생학습관
463,소연아트랩 악필교정 캘리그라피 급 자격증반 예술형 부산진구평생학습관
464,침선공예연구회 내손으로 척척 일상복 만들기 예술형 부산진구평생학습관
465,조경기능사실기_도면일반강좌 진취형 수영구평생학습관
466,바디 플로우 요가일반강좌 현실형 수영구평생학습관
467,지금 여기 사하林 산림치유 프로그램 사회형 사하구평생학습관
468,푸어푸어공방 왁스카빙 은제품 만들기심화 예술형 부산진구평생학습관
469,알아두면 유용한 생활 속 법률상식 진취형 해운대구 평생학습관
470,헤르테세라믹 유니크한 주방템 만들기오전 예술형 부산진구평생학습관
471,헤르테세라믹 유니크한 주방템 만들기저녁 예술형 부산진구평생학습관
472,은모루 레터링 반지 만들기 예술형 부산진구평생학습관
473,아동인권교육 전문가 급 과정일반강좌 진취형 수영구평생학습관
474,곰방공방 터프팅 클래스 주말 예술형 부산진구평생학습관
475,장애인식개선교육  시각장애 공감하기자녀보호자 사회형 북구평생학습관
476, 가족이 함께 떠나는 숲체험 놀이 숲속에서 만나는 동화나라 사회형 북구평생학습관
477,토요일 클래스 내가 만드는 봉래산 둘레길 테라리움 예술형 영도구평생학습관
478,휴먼라이브러리 사람초대석  루나파크 홍인혜 작가와의 만남 진취형 북구평생학습관
479,토요일 클래스 천연 폼 클렌져 예술형 영도구평생학습관
480,토요일 클래스 가을 옷 입은 모루인형개 예술형 영도구평생학습관
481,원북색특강청소년열다섯에 곰이라니 자기 자신 알고 바로 보는 법 예술형 영도구평생학습관
482,버블 앤 벌룬쇼 환상의 쇼 예술형 영도구평생학습관
483,시니어 모델 양성과정 시니어세 우선 선발 진취형 사하구평생학습관
484,퀼트마인 레드웍 들꽃자수를 수놓은 가을 소품 예술형 부산진구평생학습관
485,풀잎작은도서관 로 알아보는 나만의 향수 만들기 진취형 영도구평생학습관
486,월 폴짝폴짝 체험형 동화구연 반 예술형 영도구평생학습관
487,월 폴짝폴짝 체험형 동화구연 반 예술형 영도구평생학습관
488,장애인 비장애인이 함께하는 스마트폰 인물사진 작가교실 진취형 사하구평생학습관
489,이쌤캘리아트 예쁜글씨와 동화가 있는 초등캘리그라피 예술형 부산진구평생학습관
490,가족 추석맞이 캐릭터 송편 만들기 예술형 사하구평생학습관
491,원북색특강아동나를 찾아줘 생명의 소중함과 문제 해결 방법 생각하기 사회형 영도구평생학습관
492,월 토요스토리텔링 사회형 영도구평생학습관
493,자개 책갈피 만들기 현실형 영도구평생학습관
494,곰방공방 터프팅 거울만들기 예술형 부산진구평생학습관
495,젊어지는 나의 첫 영어 진취형 북구평생학습관
496,퀼트마인 레드웍 들꽃자수를 수놓은 가을 소품 예술형 부산진구평생학습관
497,좋아요를 부르는 인스타그램 사용법일반강좌 진취형 수영구평생학습관
498,우리동네 인문학 교실 동화 읽는 어른들일반 성인 사회형 북구평생학습관
499,월 폴짝폴짝 체험형 동화구연 반 예술형 영도구평생학습관
500,월 폴짝폴짝 체험형 동화구연 반 예술형 영도구평생학습관
501,알면 알수록 빠져드는 색연필화일반강좌 예술형 수영구평생학습관
502,평생학습센터 하와이 훌라댄스 현실형 중구평생학습관
503,제대로 배워보는 홈트레이닝일반강좌 현실형 수영구평생학습관
504,이쌤캘리아트 내 글씨가 예술 글씨로 변하는 체인지 캘리그라피 예술형 부산진구평생학습관
505,플러스펜 수채 캘리그라피일반강좌 예술형 수영구평생학습관
506,우리동네 인문학 교실 동화 읽는 어른들시니어반 사회형 북구평생학습관
507,나도 기자 사진과 글로 기록하는 우리동네 이야기일반강좌 진취형 수영구평생학습관
508,제회 서구미래아카데미 진취형 서구평생학습관
509,연필드로잉일반강좌 예술형 수영구평생학습관
510,푸어푸어공방 집에서도 할수있는 은세공 만들기 예술형 부산진구평생학습관
511,침선공예연구회 색다른 수공예 아름다운 태팅레이스 예술형 부산진구평생학습관
512,해설과 라이브 연주가 있는 클라식 렉처콘서트일반강좌 예술형 수영구평생학습관
513,푸어푸어공방 집에서도 할수있는 은세공 만들기 예술형 부산진구평생학습관
514,은모루 퇴근후 취미는 실버쥬얼리 시리즈 디자인야간 예술형 부산진구평생학습관
515,모모라미스튜디오 왕초보 나이프화 꽃 예술형 부산진구평생학습관
516,테스트 진취형 서구평생학습관
517,위드아이센터 스탠드형 버블풍선 만들기 예술형 부산진구평생학습관
518,헤르테세라믹 도자기에 그리는 청화 작업으로 완성하는 홈카페 예술형 부산진구평생학습관
519,위드아이센터 스탠드형 버블풍선 만들기야간 예술형 부산진구평생학습관
520,월 일 들락날락 유아과학교실 알고 보면 멋진 거미 단체 진취형 영도구평생학습관
521,미디어강사양성과정 진취형 해운대구 평생학습관
522,모모라미스튜디오 일레븐데이 클래스 주간 예술형 부산진구평생학습관
523,하반기 평생학습관 시니어 색연필그리기 예술형 영도구평생학습관
524,소연아트랩 선긋기 기초부터 배우는 붓펜캘리그라피 예술형 부산진구평생학습관
525,우리동네 인문학 교실 명작 속으로 떠나는 마음여행속마음을 들킨 예술가들 예술형 북구평생학습관
526,소연아트랩 플러스펜으로 마법의 수채화 그림그리기 예술형 부산진구평생학습관
527,모모라미스튜디오 주로 작가그림 도전하기주간 예술형 부산진구평생학습관
528,이쌤캘리아트 수채화와 예쁜 손글씨 붓펜 캘리그라피 예술형 부산진구평생학습관
529,인문학 하브루타 삶의 지혜를 발견하는 그림책 진취형 영도구평생학습관
530,길소의부엌 하루한끼 든든하게 집밥 현실형 부산진구평생학습관
531,위드아이센터 내 손으로 만드는 실용적인 뜨개 소품 예술형 부산진구평생학습관
532,  다육식물로 꾸미는 플랜테리어 분경 예술형 북구평생학습관
533,원북색특강성인 세탁비는 이야기로 받습니다 산복빨래방 우리동네 산복도로 이야기 예술형 영도구평생학습관
534,어울림마당작은서관 백드롭페인팅 예술형 영도구평생학습관
535,소연아트랩 악필교정 캘리그라피 급 자격증반 예술형 부산진구평생학습관
536,푸어푸어공방 왁스카빙 은제품 만들기 예술형 부산진구평생학습관
537,길소의부엌 계절담은 홈메이드 퓨전떡 현실형 부산진구평생학습관
538,들락날락 영어랑 놀자유치부 사회형 영도구평생학습관
539,기반형 어린이 영어교육프로그램 로키토키 진취형 영도구평생학습관
540,평생학습센터 팡팡 라인댄스 현실형 중구평생학습관
541,년 영도에서 떠나는 유럽예술여행기 예술형 영도구평생학습관
542,베이킹숲 나만의 홈베이킹 주말기 현실형 부산진구평생학습관
543,길소의부엌 우리쌀로 만드는 막걸리와 핑거푸드 현실형 부산진구평생학습관
544,가족과 함께 오일파스텔 가을하늘 드로잉가족인팀 예술형 영도구평생학습관
545,나의 반려동물 석고방향제 만들기 예술형 영도구평생학습관
546,들락날락 영어랑 놀자초등부 사회형 영도구평생학습관
547,해설과 연주가 있는 클라식 렉처 콘서트  예술형 중구평생학습관
548,논어로 배우는 한문오전 진취형 중구평생학습관
549,하반기 평생학습관 난독증 치료를 위한 문해교육사 양성과정 사회형 영도구평생학습관
550, 신중년인생이모작 캘리그라피 자격과정급 예술형 서구평생학습관
551,하반기 평생학습관 병원동행 매니저 자격과정 사회형 영도구평생학습관
552,신중년인생이모작 캘리그라피 자격과정급 예술형 서구평생학습관
553,오일파스텔 기초부터 명화그리기까지 예술형 해운대구 평생학습관
554,하반기 평생학습관 가을에 시작되는 감성 수채화 예술형 영도구평생학습관
555,길소의부엌 설기위에 꽃피우다 플라워케이크 현실형 부산진구평생학습관
556,따라하면 통증을 줄여주는 목 어깨 허리 무릎 재활운동 현실형 북구평생학습관
557,앉아서 떠나는 건축과 미술 여행 예술형 해운대구 평생학습관
558,베이킹숲 나만의 홈베이킹 우리가족을 위한 디저트 만들기 현실형 부산진구평생학습관
559,해돋이작은도서관 전통 무드등 만들기 예술형 영도구평생학습관
560,부산의 포구가 품고있는 삶과 역사의 파노라마 진취형 중구평생학습관
561,감성을 더하는 인물 데생 예술형 중구평생학습관
562,병원동행매니저 자격증 과정 사회형 북구평생학습관
563,하반기 평생학습관 노인돌봄 지도사 자격과정 사회형 영도구평생학습관
564,평생학습센터 구구팔팔 건강체조 사회형 중구평생학습관
565,하반기 평생학습관 시니어 스마트폰 기초 사회형 영도구평생학습관
566,업사이클환경공예지도사 양성과정 진취형 해운대구 평생학습관
567,쉽게 그리는 크레용화오일 파스텔화 예술형 북구평생학습관
568,모모라미스튜디오 일레븐데이 클래스 야간 예술형 부산진구평생학습관
569,리듬스푼지도사 급 사회형 해운대구 평생학습관
570,모모라미스튜디오 주로 작가그림 도전하기야간 예술형 부산진구평생학습관
571,책 읽어주는 북 내레이터 과정 사회형 영도구평생학습관
572,내 손으로 만드는 나무 소품우드 카빙 예술형 사하구평생학습관
573,명화 속 인문산책 예술형 해운대구 평생학습관
574,스피치와 함께하는 우리들 세상 사회형 영도구평생학습관
575,신중년인생이모작 타로카드로 찾는 지혜 진취형 서구평생학습관
576, 신중년인생이모작 타로카드로 찾는 지혜 진취형 서구평생학습관
577,위드아이센터 나에게 맞는 공예 찾기 매주 원데이 예술형 부산진구평생학습관
578,부산眞대학커피에 진심을 담다하반기 현실형 부산진구평생학습관
